Date,Package,Title
12/29/16,fortunes,R Fortunes
12/28/16,nplr,N-Parameter Logistic Regression
12/27/16,acrt,Autocorrelation Robust Testing
12/27/16,bayesloglin,Bayesian Analysis of Contingency Table Data
12/27/16,Bclim,Bayesian Palaeoclimate Reconstruction from Pollen Data
12/27/16,DStree,Recursive Partitioning for Discrete-Time Survival Trees
12/27/16,restrictedMVN,Multivariate Normal Restricted by Affine Constraints
12/27/16,rpubchem,An Interface to the PubChem Collection
12/27/16,SCBmeanfd,Simultaneous Confidence Bands for the Mean of Functional Data
12/27/16,spark.sas7bdat,Read in 'SAS' Data ('.sas7bdat' Files) into 'Apache Spark'
12/27/16,UStatBookABSC,"A Companion Package to the Book ""U-Statistics, M-Estimation and Resampling"""
12/26/16,DISTRIB,Four Essential Functions for Statistical Distributions Analysis: A New Functional Approach
12/26/16,factorcpt,Simultaneous Change-Point and Factor Analysis
12/26/16,tilting,Variable Selection via Tilted Correlation Screening Algorithm
12/24/16,findviews,A View Generator for Multidimensional Data
12/24/16,ggguitar,Utilities for Creating Guitar Tablature
12/24/16,samplesize,Sample Size Calculation for Various t-Tests and Wilcoxon-Test
12/23/16,Rarity,Calculation of Rarity Indices for Species and Assemblages of Species
12/23/16,ztype,Run a Ztype Game Loaded with R Functions
12/22/16,concreg,Concordance Regression
12/22/16,lavaan.survey,Complex Survey Structural Equation Modeling (SEM)
12/22/16,sampling,Survey Sampling
12/21/16,condSURV,Estimation of the Conditional Survival Function for Ordered Multivariate Failure Time Data
12/21/16,ms.sev,"Package for Calculation of ARMSS, Local MSSS and Global MSSS"
12/21/16,pgee.mixed,Penalized Generalized Estimating Equations for Bivariate Mixed Outcomes
12/21/16,rocNIT,Non-Inferiority Test for Paired ROC Curves
12/21/16,SpaTimeClus,Model-Based Clustering of Spatio-Temporal Data
12/20/16,OData,R Helper for OData Web Services
12/20/16,radarchart,Radar Chart from 'Chart.js'
12/20/16,SPPcomb,Combining Different Spatial Datasets in Cancer Risk Estimation
12/20/16,stmgui,Shiny Application for Creating STM Models
12/19/16,bcRep,Advanced Analysis of B Cell Receptor Repertoire Data
12/19/16,pipeliner,Machine Learning Pipelines for R
12/18/16,longurl,Expand Short URLs
12/18/16,magicfor,Magic Functions to Obtain Results from for Loops
12/18/16,tigerstats,R Functions for Elementary Statistics
12/17/16,MTDrh,Mass Transportation Distance Rank Histogram
12/17/16,MWRidge,Two Stage Moving-Window Ridge Method for Prediction and Estimation
12/17/16,PepSAVIms,PepSAVI-MS Data Analysis
12/17/16,PGM2,Nested Resolvable Designs and their Associated Uniform Designs
12/17/16,ramify,Additional Matrix Functionality
12/16/16,acc,Exploring Accelerometer Data
12/16/16,binseqtest,Exact Binary Sequential Designs and Analysis
12/16/16,FinancialMath,Financial Mathematics for Actuaries
12/16/16,polyfreqs,Bayesian Population Genomics in Autopolyploids
12/16/16,sjdbc,JDBC Driver Interface
12/15/16,coprimary,Sample Size Calculation for Two Primary Time-to-Event Endpoints in Clinical Trials
12/15/16,MvBinary,Modelling Multivariate Binary Data with Blocks of Specific One-Factor Distribution
12/15/16,skellam,Densities and Sampling for the Skellam Distribution
12/15/16,tibbrConnector,R Interface to TIBCO 'tibbr'
12/15/16,tmvnsim,Truncated Multivariate Normal Simulation
12/14/16,activpalProcessing,Process activPAL Events Files
12/14/16,BTYDplus,Probabilistic Models for Assessing and Predicting your Customer Base
12/14/16,wux,Wegener Center Climate Uncertainty Explorer
12/13/16,admixturegraph,Admixture Graph Manipulation and Fitting
12/13/16,bpp,Computations Around Bayesian Predictive Power
12/13/16,fanc,Penalized Likelihood Factor Analysis via Nonconvex Penalty
12/13/16,GrapheR,A Multi-Platform GUI for Drawing Customizable Graphs in R
12/13/16,MODISSnow,Provides a Function to Download MODIS Snow Cover
12/13/16,patchSynctex,Communication Between Editor and Viewer for Literate Programs
12/13/16,poptrend,Estimate Smooth and Linear Trends from Population Count Survey Data
12/13/16,prclust,Penalized Regression-Based Clustering Method
12/12/16,FRAPO,Financial Risk Modelling and Portfolio Optimisation with R
12/11/16,ampd,An Algorithm for Automatic Peak Detection in Noisy Periodic and Quasi-Periodic Signals
12/11/16,CollapsABEL,Generalized CDH (GCDH) Analysis
12/11/16,DNLC,Differential Network Local Consistency Analysis
12/11/16,errorizer,Function Errorizer
12/11/16,pointRes,Analyzing Pointer Years and Components of Resilience
12/11/16,reinstallr,Search and Install Missing Packages
12/10/16,desiR,"Desirability Functions for Ranking, Selecting, and Integrating Data"
12/10/16,rtrends,Analyze Download Logs from the CRAN RStudio Mirror
12/9/16,GLMaSPU,An Adaptive Test on High Dimensional Parameters in Generalized Linear Models
12/9/16,INSPIRE,Inferring Shared Modules from Multiple Gene Expression Datasets with Partially Overlapping Gene Sets
12/9/16,isocir,Isotonic Inference for Circular Data
12/9/16,magree,Implements the O'Connell-Dobson-Schouten Estimators of Agreement for Multiple Observers
12/9/16,MixedPoisson,Mixed Poisson Models
12/9/16,rrr,Reduced-Rank Regression
12/9/16,ShapeChange,Change-Point Estimation using Shape-Restricted Splines
12/8/16,internetarchive,An API Client for the Internet Archive
12/8/16,micromapST,Linked Micromap Plots for General U. S. and Other Geographic Areas
12/8/16,oz,Plot the Australian Coastline and States
12/7/16,madsim,A Flexible Microarray Data Simulation Model
12/7/16,seeclickfixr,Access Data from the SeeClickFix Web API
12/6/16,Branching,Simulation and Estimation for Branching Processes
12/6/16,rccmisc,Miscellaneous R Functions for Swedish Regional Cancer Centers
12/6/16,robustsae,Robust Bayesian Small Area Estimation
12/5/16,AmmoniaConcentration,Un-Ionized Ammonia Concentration
12/5/16,anchors,Statistical analysis of surveys with anchoring vignettes
12/5/16,bridger2,Genome-Wide RNA Degradation Analysis Using BRIC-Seq Data
12/5/16,diptest,Hartigan's Dip Test Statistic for Unimodality - Corrected
12/5/16,easypackages,Easy Loading and Installing of Packages
12/5/16,ezec,Easy Interface to Effective Concentration Calculations
12/5/16,FAwR,"Functions and Datasets for ""Forest Analytics with R"""
12/5/16,flows,Flow Selection and Analysis
12/5/16,gafit,Genetic Algorithm for Curve Fitting
12/5/16,ggparallel,Variations of Parallel Coordinate Plots for Categorical Data
12/5/16,IHSEP,Inhomogeneous Self-Exciting Process
12/5/16,intergraph,Coercion Routines for Network Data Objects
12/5/16,labstats,"Data Sets for the Book ""Experimental Design for Laboratory Biologists"""
12/5/16,MultiBD,Multivariate Birth-Death Processes
12/5/16,mvngGrAd,Moving Grid Adjustment in Plant Breeding Field Trials
12/5/16,networkreporting,Tools for using Network Reporting Estimators
12/5/16,PANDA,Preferential Attachment Based Common Neighbor Distribution Derived Functional Associations
12/5/16,rt3,Tic-Tac-Toe Package for R
12/5/16,tswge,Applied Time Series Analysis
12/4/16,cmaesr,Covariance Matrix Adaptation Evolution Strategy
12/4/16,lazyData,A LazyData Facility
12/4/16,phuassess,Proportional Habitat Use Assessment
12/3/16,rhnerm,Random Heteroscedastic Nested Error Regression
12/2/16,blockTools,"Block, Assign, and Diagnose Potential Interference in Randomized Experiments"
12/2/16,ClimDown,Climate Downscaling Library for Daily Climate Model Output
12/2/16,cshapes,The CShapes Dataset and Utilities
12/2/16,vkR,Access to VK API via R
12/1/16,apc,Age-Period-Cohort Analysis
12/1/16,freqdist,Frequency Distribution
12/1/16,gbs2ploidy,Inference of Ploidy from (Genotyping-by-Sequencing) GBS Data
12/1/16,rxSeq,Combined Total and Allele Specific Reads Sequencing Study
11/30/16,camsRad,Client for CAMS Radiation Service
11/30/16,eMLEloglin,Fitting log-Linear Models in Sparse Contingency Tables
11/29/16,listdtr,List-Based Rules for Dynamic Treatment Regimes
11/29/16,optR,Optimization Toolbox for Solving Linear Systems
11/29/16,Przewodnik,Datasets and Functions Used in the Book 'Przewodnik po Pakiecie R'
11/29/16,RNHANES,Facilitates Analysis of CDC NHANES Data
11/29/16,tsdisagg2,Time Series Disaggregation
11/28/16,bc3net,Gene Regulatory Network Inference with Bc3net
11/28/16,CTM,A Text Mining Toolkit for Chinese Document
11/28/16,CVD,Color Vision Deficiencies
11/28/16,nice,Get or Set UNIX Niceness
11/27/16,GeomComb,(Geometric) Forecast Combination Methods
11/27/16,notifyme,Send Alerts to your Cellphone and Phillips Hue Lights
11/27/16,omics,'–omics' Data Analysis Toolbox
11/26/16,DALY,The DALY Calculator - Graphical User Interface for Probabilistic DALY Calculation in R
11/26/16,FITSio,FITS (Flexible Image Transport System) Utilities
11/26/16,xVA,Calculates Credit Risk Valuation Adjustments
11/25/16,dynetNLAResistance,Resisting Neighbor Label Attack in a Dynamic Network
11/25/16,rIsing,High-Dimensional Ising Model Selection
11/25/16,survAWKMT2,Two-Sample Tests Based on Differences of Kaplan-Meier Curves
11/24/16,quarrint,Interaction Prediction Between Groundwater and Quarry Extension Using Discrete Choice Models and Artificial Neural Networks
11/24/16,RDStreeboot,RDS Tree Bootstrap Method
11/23/16,CombinS,Construction Methods of some Series of PBIB Designs
11/23/16,epistasis,Detecting Epistatic Selection with Partially Observed Genotype Data
11/23/16,FBFsearch,Algorithm for Searching the Space of Gaussian Directed Acyclic Graph Models Through Moment Fractional Bayes Factors
11/23/16,gridsampler,A Simulation Tool to Determine the Required Sample Size for Repertory Grid Studies
11/23/16,ph2mult,Phase II Clinical Trial Design for Multinomial Endpoints
11/23/16,pumilioR,Pumilio in R
11/23/16,pushoverr,Send Push Notifications using Pushover
11/23/16,SpaCCr,Spatial Convex Clustering
11/23/16,strat,An Implementation of the Stratification Index
11/22/16,mbclusterwise,Clusterwise Multiblock Analyses
11/22/16,ockc,Order Constrained Solutions in k-Means Clustering
11/22/16,Rdtq,Density Tracking by Quadrature
11/22/16,SeleMix,Selective Editing via Mixture Models
11/21/16,ebdbNet,Empirical Bayes Estimation of Dynamic Bayesian Networks
11/21/16,relabeLoadings,Relabel Loadings from MCMC Output for Confirmatory Factor Analysis
11/20/16,ADCT,Adaptive Design in Clinical Trials
11/20/16,minpack.lm,"R Interface to the Levenberg-Marquardt Nonlinear Least-Squares Algorithm Found in MINPACK, Plus Support for Bounds"
11/19/16,DEoptimR,Differential Evolution Optimization in Pure R
11/18/16,meboot,Maximum Entropy Bootstrap for Time Series
11/17/16,gwfa,Geographically Weighted Fractal Analysis
11/17/16,hit,Hierarchical Inference Testing
11/17/16,NegBinBetaBinreg,Negative Binomial and Beta Binomial Bayesian Regression Models
11/17/16,tinsel,Transform Functions using Decorators
11/17/16,udunits2,Udunits-2 Bindings for R
11/16/16,ibmcraftr,Toolkits to Develop Individual-Based Models in Infectious Disease
11/16/16,manhattanly,Interactive Q-Q and Manhattan Plots Using 'plotly.js'
11/15/16,apdesign,An Implementation of the Additive Polynomial Design Matrix
11/15/16,colormap,Color Palettes using Colormaps Node Module
11/15/16,fdrci,Permutation-Based FDR Point and Confidence Interval Estimation
11/15/16,WEE,Weighted Estimated Equation (WEE) Approaches in Genetic Case-Control Studies
11/14/16,localgauss,Estimating Local Gaussian Parameters
11/14/16,locits,Test of Stationarity and Localized Autocovariance
11/13/16,peacots,Periodogram Peaks in Correlated Time Series
11/13/16,PhyInformR,Rapid Calculation of Phylogenetic Information Content
11/13/16,refund.shiny,Interactive Plotting for Functional Data Analyses
11/12/16,CSclone,Bayesian Nonparametric Modeling in R
11/12/16,flock,Process Synchronization Using File Locks
11/12/16,jointNmix,Joint N-Mixture Models for Site-Associated Species
11/12/16,LEANR,"Finds ""Local Subnetworks"" Within an Interaction Network which Show Enrichment for Differentially Expressed Genes"
11/12/16,Planesmuestra,"Functions for Calculating Dodge Romig, MIL STD 105E and MIL STD 414 Acceptance Sampling Plan"
11/12/16,ptest,Periodicity Tests in Short Time Series
11/12/16,quantification,Quantification of Qualitative Survey Data
11/12/16,RcmdrPlugin.TeachingDemos,Rcmdr Teaching Demos Plug-in
11/12/16,sparkline,'jQuery' Sparkline 'htmlwidget'
11/12/16,XRSCC,Statistical Quality Control Simulation
11/11/16,obAnalytics,Limit Order Book Analytics
11/10/16,cthreshER,Continuous Threshold Expectile Regression
11/10/16,exteriorMatch,Constructs the Exterior Match from Two Matched Control Groups
11/10/16,RSIP,Remote Sensing and Image Processing
11/9/16,HARtools,Read HTTP Archive ('HAR') Data
11/8/16,msaFACE,Moving Subset Analysis FACE
11/8/16,MSGLasso,Multivariate Sparse Group Lasso for the Multivariate Multiple Linear Regression with an Arbitrary Group Structure
11/8/16,pirate,Generated Effect Modifier
11/8/16,rehh.data,Data Only: Searching for Footprints of Selection using Haplotype Homozygosity Based Tests
11/8/16,wvtool,Image Tools for Automated Wood Identification
11/7/16,CollocInfer,Collocation Inference for Dynamic Systems
11/7/16,diffrprojectswidget,Visualization for 'diffrprojects'
11/7/16,Rga4gh,An Interface to the GA4GH API
11/7/16,varband,Variable Banding of Large Precision Matrices
11/6/16,diffrprojects,Projects for Text Version Comparison and Analytics in R
11/5/16,ei,Ecological Inference
11/5/16,varSel,Sequential Forward Floating Selection using Jeffries-Matusita Distance
11/4/16,ordcrm,Likelihood-Based Continual Reassessment Method (CRM) Dose Finding Designs
11/3/16,ADDT,Analysis of Accelerated Destructive Degradation Test Data
11/3/16,MiRAnorm,Adaptive Normalization for miRNA Data
11/3/16,PhViD,PharmacoVigilance Signal Detection
11/2/16,ez,Easy Analysis and Visualization of Factorial Experiments
11/1/16,BMRV,Bayesian Models for Rare Variant Association Analysis
10/31/16,finreportr,Financial Data from U.S. Securities and Exchange Commission
10/31/16,ManyTests,Multiple Testing Procedures of Cox (2011) and Wong and Cox (2007)
10/31/16,rRAP,Real-Time Adaptive Penalization for Streaming Lasso Models
10/30/16,AdjBQR,Adjusted Bayesian Quantile Regression Inference
10/30/16,gtheory,Apply Generalizability Theory with R
10/30/16,InformationValue,Performance Analysis and Companion Functions for Binary Classification Models
10/30/16,mhtboot,Multiple Hypothesis Test Based on Distribution of p Values
10/30/16,RDota2,An R Steam API Client for Valve's Dota2
10/30/16,Rlinkedin,Access to the LinkedIn API via R
10/29/16,acepack,ACE and AVAS for Selecting Multiple Regression Transformations
10/29/16,endogenous,Classical Simultaneous Equation Models
10/29/16,ggswissmaps,Offers Various Swiss Maps as Data Frames and 'ggplot2' Objects
10/29/16,IMFData,R Interface for International Monetary Fund(IMF) Data API
10/29/16,ltbayes,Simulation-Based Bayesian Inference for Latent Traits of Item Response Models
10/29/16,proto,Prototype Object-Based Programming
10/29/16,Ramble,Parser Combinator for R
10/29/16,spftir,Pre-Processing and Analysis of Mid-Infrared Spectral Region
10/29/16,triangulation,Determine Position of Observer
10/28/16,MIDN,Nearly Exact Sample Size Calculation for Exact Powerful Nonrandomized Tests for Differences Between Binomial Proportions
10/28/16,ontologyPlot,Functions for Visualising Sets of Ontological Terms
10/28/16,spellcheckr,Correct the Spelling of a Given Word in the English Language
10/27/16,fizzbuzzR,Fizz Buzz Implementation
10/27/16,RStata,A Bit of Glue Between R and Stata
10/26/16,countyweather,Compiles Meterological Data for U.S. Counties
10/26/16,fasttime,Fast Utility Function for Time Parsing and Conversion
10/26/16,iRafNet,Integrative Random Forest for Gene Regulatory Network Inference
10/26/16,IRATER,A R Interface for the Instantaneous RATEs (IRATE) Model
10/26/16,ROracle,OCI Based Oracle Database Interface for R
10/25/16,DDHFm,Variance Stabilization by Data-Driven Haar-Fisz (for Microarrays)
10/25/16,GeneticSubsetter,Identify Favorable Subsets of Germplasm Collections
10/25/16,gym,Provides Access to the OpenAI Gym API
10/25/16,homeR,Useful Functions for Building Physics
10/25/16,JRF,Joint Random Forest (JRF) for the Simultaneous Estimation of Multiple Related Networks
10/25/16,sns,Stochastic Newton Sampler (SNS)
10/23/16,bacr,Bayesian Adjustment for Confounding
10/23/16,ClickClust,Model-Based Clustering of Categorical Sequences
10/23/16,stsm,Structural Time Series Models
10/22/16,countytimezones,Convert from UTC to Local Time for United States Counties
10/21/16,RI2by2,Randomization Inference for Treatment Effects on a Binary Outcome
10/21/16,Rknots,"Topological Analysis of Knotted Proteins, Biopolymers and 3D Structures"
